"iso3c","TimePeriod","GDP","indicatorID","indicator","iso2c","country","GeoAreaCode","region","sub_region"
"PSS",2013,8402,"NY.GDP.MKTP.CD","GDP (current US$)","S2","Pacific island small states",NA,NA,NA
"PSS",2012,8103.5,"NY.GDP.MKTP.CD","GDP (current US$)","S2","Pacific island small states",NA,NA,NA
"PSS",2011,7631.7,"NY.GDP.MKTP.CD","GDP (current US$)","S2","Pacific island small states",NA,NA,NA
"PSS",2010,6434.9,"NY.GDP.MKTP.CD","GDP (current US$)","S2","Pacific island small states",NA,NA,NA
"PSS",2009,5800.6,"NY.GDP.MKTP.CD","GDP (current US$)","S2","Pacific island small states",NA,NA,NA
"PSS",2008,6533,"NY.GDP.MKTP.CD","GDP (current US$)","S2","Pacific island small states",NA,NA,NA
"PSS",2007,6103.6,"NY.GDP.MKTP.CD","GDP (current US$)","S2","Pacific island small states",NA,NA,NA
"PSS",2006,5538.5,"NY.GDP.MKTP.CD","GDP (current US$)","S2","Pacific island small states",NA,NA,NA
"PSS",2005,5271.6,"NY.GDP.MKTP.CD","GDP (current US$)","S2","Pacific island small states",NA,NA,NA
"PSS",2004,4796.2,"NY.GDP.MKTP.CD","GDP (current US$)","S2","Pacific island small states",NA,NA,NA
"PSS",2003,4157.5,"NY.GDP.MKTP.CD","GDP (current US$)","S2","Pacific island small states",NA,NA,NA
"PSS",2002,3554.6,"NY.GDP.MKTP.CD","GDP (current US$)","S2","Pacific island small states",NA,NA,NA
"PSS",2001,3381,"NY.GDP.MKTP.CD","GDP (current US$)","S2","Pacific island small states",NA,NA,NA
"PSS",2000,3449.9,"NY.GDP.MKTP.CD","GDP (current US$)","S2","Pacific island small states",NA,NA,NA
"PST",2017,47272941.3,"NY.GDP.MKTP.CD","GDP (current US$)","V4","Post-demographic dividend",NA,NA,NA
"PST",2016,45405177.6,"NY.GDP.MKTP.CD","GDP (current US$)","V4","Post-demographic dividend",NA,NA,NA
"PST",2015,44427063.2,"NY.GDP.MKTP.CD","GDP (current US$)","V4","Post-demographic dividend",NA,NA,NA
"PST",2014,46949121.6,"NY.GDP.MKTP.CD","GDP (current US$)","V4","Post-demographic dividend",NA,NA,NA
"PST",2013,46006733.9,"NY.GDP.MKTP.CD","GDP (current US$)","V4","Post-demographic dividend",NA,NA,NA
"PST",2012,45557325.6,"NY.GDP.MKTP.CD","GDP (current US$)","V4","Post-demographic dividend",NA,NA,NA
"PST",2011,45609151.1,"NY.GDP.MKTP.CD","GDP (current US$)","V4","Post-demographic dividend",NA,NA,NA
"PST",2010,42470719.2,"NY.GDP.MKTP.CD","GDP (current US$)","V4","Post-demographic dividend",NA,NA,NA
"PST",2009,40720385.9,"NY.GDP.MKTP.CD","GDP (current US$)","V4","Post-demographic dividend",NA,NA,NA
"PST",2008,43212045.9,"NY.GDP.MKTP.CD","GDP (current US$)","V4","Post-demographic dividend",NA,NA,NA
"PST",2007,40875834.6,"NY.GDP.MKTP.CD","GDP (current US$)","V4","Post-demographic dividend",NA,NA,NA
"PST",2006,37464378.8,"NY.GDP.MKTP.CD","GDP (current US$)","V4","Post-demographic dividend",NA,NA,NA
"PST",2005,35594177.6,"NY.GDP.MKTP.CD","GDP (current US$)","V4","Post-demographic dividend",NA,NA,NA
"PST",2004,33815897.5,"NY.GDP.MKTP.CD","GDP (current US$)","V4","Post-demographic dividend",NA,NA,NA
"PST",2003,30436467.1,"NY.GDP.MKTP.CD","GDP (current US$)","V4","Post-demographic dividend",NA,NA,NA
"PST",2002,27140129.1,"NY.GDP.MKTP.CD","GDP (current US$)","V4","Post-demographic dividend",NA,NA,NA
"PST",2001,26027729.6,"NY.GDP.MKTP.CD","GDP (current US$)","V4","Post-demographic dividend",NA,NA,NA
"PST",2000,26267528.1,"NY.GDP.MKTP.CD","GDP (current US$)","V4","Post-demographic dividend",NA,NA,NA
"PRE",2017,1319760.3,"NY.GDP.MKTP.CD","GDP (current US$)","V1","Pre-demographic dividend",NA,NA,NA
"PRE",2016,1238481,"NY.GDP.MKTP.CD","GDP (current US$)","V1","Pre-demographic dividend",NA,NA,NA
"PRE",2015,1344852.2,"NY.GDP.MKTP.CD","GDP (current US$)","V1","Pre-demographic dividend",NA,NA,NA
"PRE",2014,1533094.7,"NY.GDP.MKTP.CD","GDP (current US$)","V1","Pre-demographic dividend",NA,NA,NA
"PRE",2013,1435653.7,"NY.GDP.MKTP.CD","GDP (current US$)","V1","Pre-demographic dividend",NA,NA,NA
"PRE",2012,1308451.8,"NY.GDP.MKTP.CD","GDP (current US$)","V1","Pre-demographic dividend",NA,NA,NA
"PRE",2011,1183762.9,"NY.GDP.MKTP.CD","GDP (current US$)","V1","Pre-demographic dividend",NA,NA,NA
"PRE",2010,1015885.6,"NY.GDP.MKTP.CD","GDP (current US$)","V1","Pre-demographic dividend",NA,NA,NA
"PRE",2009,860295.2,"NY.GDP.MKTP.CD","GDP (current US$)","V1","Pre-demographic dividend",NA,NA,NA
"PRE",2008,952272.3,"NY.GDP.MKTP.CD","GDP (current US$)","V1","Pre-demographic dividend",NA,NA,NA
"PRE",2007,756142.3,"NY.GDP.MKTP.CD","GDP (current US$)","V1","Pre-demographic dividend",NA,NA,NA
"PRE",2006,624028,"NY.GDP.MKTP.CD","GDP (current US$)","V1","Pre-demographic dividend",NA,NA,NA
"PRE",2005,492564.9,"NY.GDP.MKTP.CD","GDP (current US$)","V1","Pre-demographic dividend",NA,NA,NA
"PRE",2004,395559.6,"NY.GDP.MKTP.CD","GDP (current US$)","V1","Pre-demographic dividend",NA,NA,NA
"PRE",2003,323746.6,"NY.GDP.MKTP.CD","GDP (current US$)","V1","Pre-demographic dividend",NA,NA,NA
"PRE",2002,283948.5,"NY.GDP.MKTP.CD","GDP (current US$)","V1","Pre-demographic dividend",NA,NA,NA
"PRE",2001,238816.9,"NY.GDP.MKTP.CD","GDP (current US$)","V1","Pre-demographic dividend",NA,NA,NA
"PRE",2000,241727.7,"NY.GDP.MKTP.CD","GDP (current US$)","V1","Pre-demographic dividend",NA,NA,NA
"SST",2017,484743.3,"NY.GDP.MKTP.CD","GDP (current US$)","S1","Small states",NA,NA,NA
"SST",2016,444283.2,"NY.GDP.MKTP.CD","GDP (current US$)","S1","Small states",NA,NA,NA
"SST",2015,451346.2,"NY.GDP.MKTP.CD","GDP (current US$)","S1","Small states",NA,NA,NA
"SST",2014,529232.8,"NY.GDP.MKTP.CD","GDP (current US$)","S1","Small states",NA,NA,NA
"SST",2013,513432.9,"NY.GDP.MKTP.CD","GDP (current US$)","S1","Small states",NA,NA,NA
"SST",2012,494932.2,"NY.GDP.MKTP.CD","GDP (current US$)","S1","Small states",NA,NA,NA
"SST",2011,473327.3,"NY.GDP.MKTP.CD","GDP (current US$)","S1","Small states",NA,NA,NA
"SST",2010,392240.2,"NY.GDP.MKTP.CD","GDP (current US$)","S1","Small states",NA,NA,NA
"SST",2009,341338.6,"NY.GDP.MKTP.CD","GDP (current US$)","S1","Small states",NA,NA,NA
"SST",2008,398576.4,"NY.GDP.MKTP.CD","GDP (current US$)","S1","Small states",NA,NA,NA
"SST",2007,331101.4,"NY.GDP.MKTP.CD","GDP (current US$)","S1","Small states",NA,NA,NA
"SST",2006,275645.6,"NY.GDP.MKTP.CD","GDP (current US$)","S1","Small states",NA,NA,NA
"SST",2005,237758.1,"NY.GDP.MKTP.CD","GDP (current US$)","S1","Small states",NA,NA,NA
"SST",2004,199569.2,"NY.GDP.MKTP.CD","GDP (current US$)","S1","Small states",NA,NA,NA
"SST",2003,165799.5,"NY.GDP.MKTP.CD","GDP (current US$)","S1","Small states",NA,NA,NA
"SST",2002,138806.3,"NY.GDP.MKTP.CD","GDP (current US$)","S1","Small states",NA,NA,NA
"SST",2001,129757.7,"NY.GDP.MKTP.CD","GDP (current US$)","S1","Small states",NA,NA,NA
"SST",2000,129249.2,"NY.GDP.MKTP.CD","GDP (current US$)","S1","Small states",NA,NA,NA
"SAS",2017,3347112.4,"NY.GDP.MKTP.CD","GDP (current US$)","8S","South Asia",NA,NA,NA
"SAS",2016,2919989.6,"NY.GDP.MKTP.CD","GDP (current US$)","8S","South Asia",NA,NA,NA
"SAS",2015,2697257.7,"NY.GDP.MKTP.CD","GDP (current US$)","8S","South Asia",NA,NA,NA
"SAS",2014,2581822.5,"NY.GDP.MKTP.CD","GDP (current US$)","8S","South Asia",NA,NA,NA
"SAS",2013,2357132.4,"NY.GDP.MKTP.CD","GDP (current US$)","8S","South Asia",NA,NA,NA
"SAS",2012,2297332.2,"NY.GDP.MKTP.CD","GDP (current US$)","8S","South Asia",NA,NA,NA
"SAS",2011,2271837.8,"NY.GDP.MKTP.CD","GDP (current US$)","8S","South Asia",NA,NA,NA
"SAS",2010,2060781.2,"NY.GDP.MKTP.CD","GDP (current US$)","8S","South Asia",NA,NA,NA
"SAS",2009,1683456.8,"NY.GDP.MKTP.CD","GDP (current US$)","8S","South Asia",NA,NA,NA
"SAS",2008,1527472.6,"NY.GDP.MKTP.CD","GDP (current US$)","8S","South Asia",NA,NA,NA
"SAS",2007,1504193.5,"NY.GDP.MKTP.CD","GDP (current US$)","8S","South Asia",NA,NA,NA
"SAS",2006,1196088,"NY.GDP.MKTP.CD","GDP (current US$)","8S","South Asia",NA,NA,NA
"SAS",2005,1040032.1,"NY.GDP.MKTP.CD","GDP (current US$)","8S","South Asia",NA,NA,NA
"SAS",2004,907307.4,"NY.GDP.MKTP.CD","GDP (current US$)","8S","South Asia",NA,NA,NA
"SAS",2003,782487,"NY.GDP.MKTP.CD","GDP (current US$)","8S","South Asia",NA,NA,NA
"SAS",2002,670029.3,"NY.GDP.MKTP.CD","GDP (current US$)","8S","South Asia",NA,NA,NA
"SAS",2001,638696,"NY.GDP.MKTP.CD","GDP (current US$)","8S","South Asia",NA,NA,NA
"SAS",2000,622357.6,"NY.GDP.MKTP.CD","GDP (current US$)","8S","South Asia",NA,NA,NA
"TSA",2017,3347112.4,"NY.GDP.MKTP.CD","GDP (current US$)","T5","South Asia (IDA & IBRD)",NA,NA,NA
"TSA",2016,2919989.6,"NY.GDP.MKTP.CD","GDP (current US$)","T5","South Asia (IDA & IBRD)",NA,NA,NA
"TSA",2015,2697257.7,"NY.GDP.MKTP.CD","GDP (current US$)","T5","South Asia (IDA & IBRD)",NA,NA,NA
"TSA",2014,2581822.5,"NY.GDP.MKTP.CD","GDP (current US$)","T5","South Asia (IDA & IBRD)",NA,NA,NA
"TSA",2013,2357132.4,"NY.GDP.MKTP.CD","GDP (current US$)","T5","South Asia (IDA & IBRD)",NA,NA,NA
"TSA",2012,2297332.2,"NY.GDP.MKTP.CD","GDP (current US$)","T5","South Asia (IDA & IBRD)",NA,NA,NA
"TSA",2011,2271837.8,"NY.GDP.MKTP.CD","GDP (current US$)","T5","South Asia (IDA & IBRD)",NA,NA,NA
"TSA",2010,2060781.2,"NY.GDP.MKTP.CD","GDP (current US$)","T5","South Asia (IDA & IBRD)",NA,NA,NA
"TSA",2009,1683456.8,"NY.GDP.MKTP.CD","GDP (current US$)","T5","South Asia (IDA & IBRD)",NA,NA,NA
"TSA",2008,1527472.6,"NY.GDP.MKTP.CD","GDP (current US$)","T5","South Asia (IDA & IBRD)",NA,NA,NA
"TSA",2007,1504193.5,"NY.GDP.MKTP.CD","GDP (current US$)","T5","South Asia (IDA & IBRD)",NA,NA,NA
"TSA",2006,1196088,"NY.GDP.MKTP.CD","GDP (current US$)","T5","South Asia (IDA & IBRD)",NA,NA,NA
"TSA",2005,1040032.1,"NY.GDP.MKTP.CD","GDP (current US$)","T5","South Asia (IDA & IBRD)",NA,NA,NA
"TSA",2004,907307.4,"NY.GDP.MKTP.CD","GDP (current US$)","T5","South Asia (IDA & IBRD)",NA,NA,NA
"TSA",2003,782487,"NY.GDP.MKTP.CD","GDP (current US$)","T5","South Asia (IDA & IBRD)",NA,NA,NA
"TSA",2002,670029.3,"NY.GDP.MKTP.CD","GDP (current US$)","T5","South Asia (IDA & IBRD)",NA,NA,NA
"TSA",2001,638696,"NY.GDP.MKTP.CD","GDP (current US$)","T5","South Asia (IDA & IBRD)",NA,NA,NA
"TSA",2000,622357.6,"NY.GDP.MKTP.CD","GDP (current US$)","T5","South Asia (IDA & IBRD)",NA,NA,NA
"SSF",2017,1694619.7,"NY.GDP.MKTP.CD","GDP (current US$)","ZG","Sub-Saharan Africa",NA,NA,NA
"SSF",2016,1559894.6,"NY.GDP.MKTP.CD","GDP (current US$)","ZG","Sub-Saharan Africa",NA,NA,NA
"SSF",2015,1666913.2,"NY.GDP.MKTP.CD","GDP (current US$)","ZG","Sub-Saharan Africa",NA,NA,NA
"SSF",2014,1834305.8,"NY.GDP.MKTP.CD","GDP (current US$)","ZG","Sub-Saharan Africa",NA,NA,NA
"SSF",2013,1751079.7,"NY.GDP.MKTP.CD","GDP (current US$)","ZG","Sub-Saharan Africa",NA,NA,NA
"SSF",2012,1643729.1,"NY.GDP.MKTP.CD","GDP (current US$)","ZG","Sub-Saharan Africa",NA,NA,NA
"SSF",2011,1556044.8,"NY.GDP.MKTP.CD","GDP (current US$)","ZG","Sub-Saharan Africa",NA,NA,NA
"SSF",2010,1374077,"NY.GDP.MKTP.CD","GDP (current US$)","ZG","Sub-Saharan Africa",NA,NA,NA
"SSF",2009,1153365.7,"NY.GDP.MKTP.CD","GDP (current US$)","ZG","Sub-Saharan Africa",NA,NA,NA
"SSF",2008,1214466.7,"NY.GDP.MKTP.CD","GDP (current US$)","ZG","Sub-Saharan Africa",NA,NA,NA
"SSF",2007,1059388,"NY.GDP.MKTP.CD","GDP (current US$)","ZG","Sub-Saharan Africa",NA,NA,NA
"SSF",2006,911549.1,"NY.GDP.MKTP.CD","GDP (current US$)","ZG","Sub-Saharan Africa",NA,NA,NA
"SSF",2005,766947.6,"NY.GDP.MKTP.CD","GDP (current US$)","ZG","Sub-Saharan Africa",NA,NA,NA
"SSF",2004,646501.6,"NY.GDP.MKTP.CD","GDP (current US$)","ZG","Sub-Saharan Africa",NA,NA,NA
"SSF",2003,518810.1,"NY.GDP.MKTP.CD","GDP (current US$)","ZG","Sub-Saharan Africa",NA,NA,NA
"SSF",2002,413775.5,"NY.GDP.MKTP.CD","GDP (current US$)","ZG","Sub-Saharan Africa",NA,NA,NA
"SSF",2001,379507.6,"NY.GDP.MKTP.CD","GDP (current US$)","ZG","Sub-Saharan Africa",NA,NA,NA
"SSF",2000,397890.3,"NY.GDP.MKTP.CD","GDP (current US$)","ZG","Sub-Saharan Africa",NA,NA,NA
"SSA",2017,1693115.6,"NY.GDP.MKTP.CD","GDP (current US$)","ZF","Sub-Saharan Africa (excluding high income)",NA,NA,NA
"SSA",2016,1558465.9,"NY.GDP.MKTP.CD","GDP (current US$)","ZF","Sub-Saharan Africa (excluding high income)",NA,NA,NA
"SSA",2015,1665535.6,"NY.GDP.MKTP.CD","GDP (current US$)","ZF","Sub-Saharan Africa (excluding high income)",NA,NA,NA
"SSA",2014,1832962.7,"NY.GDP.MKTP.CD","GDP (current US$)","ZF","Sub-Saharan Africa (excluding high income)",NA,NA,NA
"SSA",2013,1749751.4,"NY.GDP.MKTP.CD","GDP (current US$)","ZF","Sub-Saharan Africa (excluding high income)",NA,NA,NA
"SSA",2012,1642669.2,"NY.GDP.MKTP.CD","GDP (current US$)","ZF","Sub-Saharan Africa (excluding high income)",NA,NA,NA
"SSA",2011,1554979.2,"NY.GDP.MKTP.CD","GDP (current US$)","ZF","Sub-Saharan Africa (excluding high income)",NA,NA,NA
"SSA",2010,1373107.2,"NY.GDP.MKTP.CD","GDP (current US$)","ZF","Sub-Saharan Africa (excluding high income)",NA,NA,NA
"SSA",2009,1152518.4,"NY.GDP.MKTP.CD","GDP (current US$)","ZF","Sub-Saharan Africa (excluding high income)",NA,NA,NA
"SSA",2008,1213499.5,"NY.GDP.MKTP.CD","GDP (current US$)","ZF","Sub-Saharan Africa (excluding high income)",NA,NA,NA
"SSA",2007,1058352,"NY.GDP.MKTP.CD","GDP (current US$)","ZF","Sub-Saharan Africa (excluding high income)",NA,NA,NA
"SSA",2006,910528.9,"NY.GDP.MKTP.CD","GDP (current US$)","ZF","Sub-Saharan Africa (excluding high income)",NA,NA,NA
"SSA",2005,766024.4,"NY.GDP.MKTP.CD","GDP (current US$)","ZF","Sub-Saharan Africa (excluding high income)",NA,NA,NA
"SSA",2004,645658.1,"NY.GDP.MKTP.CD","GDP (current US$)","ZF","Sub-Saharan Africa (excluding high income)",NA,NA,NA
"SSA",2003,518100.6,"NY.GDP.MKTP.CD","GDP (current US$)","ZF","Sub-Saharan Africa (excluding high income)",NA,NA,NA
"SSA",2002,413073.2,"NY.GDP.MKTP.CD","GDP (current US$)","ZF","Sub-Saharan Africa (excluding high income)",NA,NA,NA
"SSA",2001,378881.1,"NY.GDP.MKTP.CD","GDP (current US$)","ZF","Sub-Saharan Africa (excluding high income)",NA,NA,NA
"SSA",2000,397271.5,"NY.GDP.MKTP.CD","GDP (current US$)","ZF","Sub-Saharan Africa (excluding high income)",NA,NA,NA
"TSS",2017,1694619.7,"NY.GDP.MKTP.CD","GDP (current US$)","T6","Sub-Saharan Africa (IDA & IBRD countries)",NA,NA,NA
"TSS",2016,1559894.6,"NY.GDP.MKTP.CD","GDP (current US$)","T6","Sub-Saharan Africa (IDA & IBRD countries)",NA,NA,NA
"TSS",2015,1666913.2,"NY.GDP.MKTP.CD","GDP (current US$)","T6","Sub-Saharan Africa (IDA & IBRD countries)",NA,NA,NA
"TSS",2014,1834305.8,"NY.GDP.MKTP.CD","GDP (current US$)","T6","Sub-Saharan Africa (IDA & IBRD countries)",NA,NA,NA
"TSS",2013,1751079.7,"NY.GDP.MKTP.CD","GDP (current US$)","T6","Sub-Saharan Africa (IDA & IBRD countries)",NA,NA,NA
"TSS",2012,1643729.1,"NY.GDP.MKTP.CD","GDP (current US$)","T6","Sub-Saharan Africa (IDA & IBRD countries)",NA,NA,NA
"TSS",2011,1556044.8,"NY.GDP.MKTP.CD","GDP (current US$)","T6","Sub-Saharan Africa (IDA & IBRD countries)",NA,NA,NA
"TSS",2010,1374077,"NY.GDP.MKTP.CD","GDP (current US$)","T6","Sub-Saharan Africa (IDA & IBRD countries)",NA,NA,NA
"TSS",2009,1153365.7,"NY.GDP.MKTP.CD","GDP (current US$)","T6","Sub-Saharan Africa (IDA & IBRD countries)",NA,NA,NA
"TSS",2008,1214466.7,"NY.GDP.MKTP.CD","GDP (current US$)","T6","Sub-Saharan Africa (IDA & IBRD countries)",NA,NA,NA
"TSS",2007,1059388,"NY.GDP.MKTP.CD","GDP (current US$)","T6","Sub-Saharan Africa (IDA & IBRD countries)",NA,NA,NA
"TSS",2006,911549.1,"NY.GDP.MKTP.CD","GDP (current US$)","T6","Sub-Saharan Africa (IDA & IBRD countries)",NA,NA,NA
"TSS",2005,766947.6,"NY.GDP.MKTP.CD","GDP (current US$)","T6","Sub-Saharan Africa (IDA & IBRD countries)",NA,NA,NA
"TSS",2004,646501.6,"NY.GDP.MKTP.CD","GDP (current US$)","T6","Sub-Saharan Africa (IDA & IBRD countries)",NA,NA,NA
"TSS",2003,518810.1,"NY.GDP.MKTP.CD","GDP (current US$)","T6","Sub-Saharan Africa (IDA & IBRD countries)",NA,NA,NA
"TSS",2002,413775.5,"NY.GDP.MKTP.CD","GDP (current US$)","T6","Sub-Saharan Africa (IDA & IBRD countries)",NA,NA,NA
"TSS",2001,379507.6,"NY.GDP.MKTP.CD","GDP (current US$)","T6","Sub-Saharan Africa (IDA & IBRD countries)",NA,NA,NA
"TSS",2000,397890.3,"NY.GDP.MKTP.CD","GDP (current US$)","T6","Sub-Saharan Africa (IDA & IBRD countries)",NA,NA,NA
"UMC",2017,22877990.9,"NY.GDP.MKTP.CD","GDP (current US$)","XT","Upper middle income",NA,NA,NA
"UMC",2016,20750984,"NY.GDP.MKTP.CD","GDP (current US$)","XT","Upper middle income",NA,NA,NA
"UMC",2015,20874851.7,"NY.GDP.MKTP.CD","GDP (current US$)","XT","Upper middle income",NA,NA,NA
"UMC",2014,22304319.1,"NY.GDP.MKTP.CD","GDP (current US$)","XT","Upper middle income",NA,NA,NA
"UMC",2013,21610110,"NY.GDP.MKTP.CD","GDP (current US$)","XT","Upper middle income",NA,NA,NA
"UMC",2012,20326182.8,"NY.GDP.MKTP.CD","GDP (current US$)","XT","Upper middle income",NA,NA,NA
"UMC",2011,18970830.6,"NY.GDP.MKTP.CD","GDP (current US$)","XT","Upper middle income",NA,NA,NA
"UMC",2010,15855957.8,"NY.GDP.MKTP.CD","GDP (current US$)","XT","Upper middle income",NA,NA,NA
"UMC",2009,13078262.2,"NY.GDP.MKTP.CD","GDP (current US$)","XT","Upper middle income",NA,NA,NA
"UMC",2008,13582940.3,"NY.GDP.MKTP.CD","GDP (current US$)","XT","Upper middle income",NA,NA,NA
"UMC",2007,11108021.7,"NY.GDP.MKTP.CD","GDP (current US$)","XT","Upper middle income",NA,NA,NA
"UMC",2006,8931252.5,"NY.GDP.MKTP.CD","GDP (current US$)","XT","Upper middle income",NA,NA,NA
"UMC",2005,7512085.3,"NY.GDP.MKTP.CD","GDP (current US$)","XT","Upper middle income",NA,NA,NA
"UMC",2004,6238800.4,"NY.GDP.MKTP.CD","GDP (current US$)","XT","Upper middle income",NA,NA,NA
"UMC",2003,5195239.3,"NY.GDP.MKTP.CD","GDP (current US$)","XT","Upper middle income",NA,NA,NA
"UMC",2002,4632965.6,"NY.GDP.MKTP.CD","GDP (current US$)","XT","Upper middle income",NA,NA,NA
"UMC",2001,4619269.2,"NY.GDP.MKTP.CD","GDP (current US$)","XT","Upper middle income",NA,NA,NA
"UMC",2000,4558857.4,"NY.GDP.MKTP.CD","GDP (current US$)","XT","Upper middle income",NA,NA,NA
"WLD",2017,80963190.9,"NY.GDP.MKTP.CD","GDP (current US$)","1W","World",NA,NA,NA
"WLD",2016,76166454.6,"NY.GDP.MKTP.CD","GDP (current US$)","1W","World",NA,NA,NA
"WLD",2015,75051787.7,"NY.GDP.MKTP.CD","GDP (current US$)","1W","World",NA,NA,NA
"WLD",2014,79334438.9,"NY.GDP.MKTP.CD","GDP (current US$)","1W","World",NA,NA,NA
"WLD",2013,77236184.9,"NY.GDP.MKTP.CD","GDP (current US$)","1W","World",NA,NA,NA
"WLD",2012,75082688.9,"NY.GDP.MKTP.CD","GDP (current US$)","1W","World",NA,NA,NA
"WLD",2011,73391477.7,"NY.GDP.MKTP.CD","GDP (current US$)","1W","World",NA,NA,NA
"WLD",2010,66049248.8,"NY.GDP.MKTP.CD","GDP (current US$)","1W","World",NA,NA,NA
"WLD",2009,60334303.8,"NY.GDP.MKTP.CD","GDP (current US$)","1W","World",NA,NA,NA
"WLD",2008,63610422.3,"NY.GDP.MKTP.CD","GDP (current US$)","1W","World",NA,NA,NA
"WLD",2007,57968090.6,"NY.GDP.MKTP.CD","GDP (current US$)","1W","World",NA,NA,NA
"WLD",2006,51447885,"NY.GDP.MKTP.CD","GDP (current US$)","1W","World",NA,NA,NA
"WLD",2005,47457731.2,"NY.GDP.MKTP.CD","GDP (current US$)","1W","World",NA,NA,NA
"WLD",2004,43817512.4,"NY.GDP.MKTP.CD","GDP (current US$)","1W","World",NA,NA,NA
"WLD",2003,38903667.1,"NY.GDP.MKTP.CD","GDP (current US$)","1W","World",NA,NA,NA
"WLD",2002,34674958.6,"NY.GDP.MKTP.CD","GDP (current US$)","1W","World",NA,NA,NA
"WLD",2001,33396774.7,"NY.GDP.MKTP.CD","GDP (current US$)","1W","World",NA,NA,NA
"WLD",2000,33588568.2,"NY.GDP.MKTP.CD","GDP (current US$)","1W","World",NA,NA,NA
"AFG",2017,20191.8,"NY.GDP.MKTP.CD","GDP (current US$)","AF","Afghanistan",4,"Asia","Southern Asia"
"AFG",2016,19362.6,"NY.GDP.MKTP.CD","GDP (current US$)","AF","Afghanistan",4,"Asia","Southern Asia"
"AFG",2015,19907.1,"NY.GDP.MKTP.CD","GDP (current US$)","AF","Afghanistan",4,"Asia","Southern Asia"
"AFG",2014,20484.9,"NY.GDP.MKTP.CD","GDP (current US$)","AF","Afghanistan",4,"Asia","Southern Asia"
"AFG",2013,20561.1,"NY.GDP.MKTP.CD","GDP (current US$)","AF","Afghanistan",4,"Asia","Southern Asia"
"AFG",2012,20001.6,"NY.GDP.MKTP.CD","GDP (current US$)","AF","Afghanistan",4,"Asia","Southern Asia"
"AFG",2011,17804.3,"NY.GDP.MKTP.CD","GDP (current US$)","AF","Afghanistan",4,"Asia","Southern Asia"
"AFG",2010,15856.6,"NY.GDP.MKTP.CD","GDP (current US$)","AF","Afghanistan",4,"Asia","Southern Asia"
"AFG",2009,12439.1,"NY.GDP.MKTP.CD","GDP (current US$)","AF","Afghanistan",4,"Asia","Southern Asia"
"AFG",2008,10109.2,"NY.GDP.MKTP.CD","GDP (current US$)","AF","Afghanistan",4,"Asia","Southern Asia"
"AFG",2007,9747.9,"NY.GDP.MKTP.CD","GDP (current US$)","AF","Afghanistan",4,"Asia","Southern Asia"
"AFG",2006,6971.3,"NY.GDP.MKTP.CD","GDP (current US$)","AF","Afghanistan",4,"Asia","Southern Asia"
"AFG",2005,6209.1,"NY.GDP.MKTP.CD","GDP (current US$)","AF","Afghanistan",4,"Asia","Southern Asia"
"AFG",2004,5226.8,"NY.GDP.MKTP.CD","GDP (current US$)","AF","Afghanistan",4,"Asia","Southern Asia"
"AFG",2003,4515.6,"NY.GDP.MKTP.CD","GDP (current US$)","AF","Afghanistan",4,"Asia","Southern Asia"
"AFG",2002,4055.2,"NY.GDP.MKTP.CD","GDP (current US$)","AF","Afghanistan",4,"Asia","Southern Asia"
"ALB",2017,13025.1,"NY.GDP.MKTP.CD","GDP (current US$)","AL","Albania",8,"Europe","Southern Europe"
"ALB",2016,11861.4,"NY.GDP.MKTP.CD","GDP (current US$)","AL","Albania",8,"Europe","Southern Europe"
"ALB",2015,11386.9,"NY.GDP.MKTP.CD","GDP (current US$)","AL","Albania",8,"Europe","Southern Europe"
"ALB",2014,13228.2,"NY.GDP.MKTP.CD","GDP (current US$)","AL","Albania",8,"Europe","Southern Europe"
"ALB",2013,12776.3,"NY.GDP.MKTP.CD","GDP (current US$)","AL","Albania",8,"Europe","Southern Europe"
"ALB",2012,12319.8,"NY.GDP.MKTP.CD","GDP (current US$)","AL","Albania",8,"Europe","Southern Europe"
"ALB",2011,12890.9,"NY.GDP.MKTP.CD","GDP (current US$)","AL","Albania",8,"Europe","Southern Europe"
"ALB",2010,11927,"NY.GDP.MKTP.CD","GDP (current US$)","AL","Albania",8,"Europe","Southern Europe"
"ALB",2009,12044.2,"NY.GDP.MKTP.CD","GDP (current US$)","AL","Albania",8,"Europe","Southern Europe"
"ALB",2008,12881.4,"NY.GDP.MKTP.CD","GDP (current US$)","AL","Albania",8,"Europe","Southern Europe"
"ALB",2007,10677.3,"NY.GDP.MKTP.CD","GDP (current US$)","AL","Albania",8,"Europe","Southern Europe"
"ALB",2006,8896.1,"NY.GDP.MKTP.CD","GDP (current US$)","AL","Albania",8,"Europe","Southern Europe"
"ALB",2005,8052.1,"NY.GDP.MKTP.CD","GDP (current US$)","AL","Albania",8,"Europe","Southern Europe"
"ALB",2004,7184.7,"NY.GDP.MKTP.CD","GDP (current US$)","AL","Albania",8,"Europe","Southern Europe"
"ALB",2003,5611.5,"NY.GDP.MKTP.CD","GDP (current US$)","AL","Albania",8,"Europe","Southern Europe"
"ALB",2002,4348.1,"NY.GDP.MKTP.CD","GDP (current US$)","AL","Albania",8,"Europe","Southern Europe"
"ALB",2001,3922.1,"NY.GDP.MKTP.CD","GDP (current US$)","AL","Albania",8,"Europe","Southern Europe"
"ALB",2000,3480.4,"NY.GDP.MKTP.CD","GDP (current US$)","AL","Albania",8,"Europe","Southern Europe"
